"iso","Days_Until_All_Vulnerable_Vacc_Elig","Percent_One_Dose_As_Of_Nov_1","Days_Until_Masks_Recommended","Days_Until_Masks_Required","Total_Days_Masks_Required_Public","Total_Days_Masks_At_Least_Recommended","Days_Until_Workplace_Closures_Except_Key","Total_Days_Workplace_Closures_Except_Key","Total_Days_Workplace_Closures_Recommended","Total_Days_Stay_At_Home_Required_Except_Essentials","Total_Days_Comprehensive_Contact_Tracing","Avg_Gov_Stringency_Index","Days_Until_Testing_Key_Groups","Total_Days_Open_Public_Testing","Total_Days_Over_1_Test_Per_Thousand","Obese_Adult_Percentage","Hospital_Beds_Per_1000","Nurses_And_Midwives_Per_1000","Percent_Using_Internet","Population","People_Per_Sq_Km_of_Land","Percent_Ppl_Poor_Air_Quality","GDP_Per_Capita","Health_Expenditure_Per_Capita","Percent_Health_Expenditure_Private","Age_65_Older_Percent","Ages_15_To_64_Percent","Ages_0_To_14_Percent","Govt_Swiftness_Stringency","Govt_Persistent_Stringency","Region.Name","Sub.region.Name","excess_death","V1","Trust_Covid_Advice_Govt","Trust_In_Neighborhood","Vaccines_Safe_50Plus","Confidence_In_Hospitals","Trust_In_Govt","Trust_In_Journalists"
"JPN",147,79.02,9.5,141.5,7,610,156.5,0,495,0,126,41.3618181818183,6,0,9,4.4,12.98,12.6978,90.21945812,125836021,345.229138545953,76.7615082281987,40193.2524448357,4360.47363281,16.1432457,28.3972730704411,59.1541701977256,12.4485567318333,0.0025411959771896,-1.76438152187561,"Asia","Eastern Asia",-15522,"Japan",0.652006813677773,0.825429314701723,0.371899176790501,0.855078158082524,0.356472159973209,0.496380824614924
"KAZ",106.5,43.65,4,76.5,525,647,78.5,51,581,281,185,71.7676923076921,33.5,151,285,21.3,6.06,7.2936,85.94259898,18754440,6.94686076230692,87.4142305282549,9122.23343021644,272.96524048,40.06171799,7.9028021260597,62.9530247236643,29.144173150276,1.4284618668379,0.923610519754772,"Asia","Central Asia",73147,"Kazakhstan",0.737013885704588,0.856723222854806,0.47807168860429,0.720538819064851,0.588952988413544,0.582451213422574
"KEN",165,6.71,43.5,12.5,523,576,156.5,0,596,572,404,64.8242148760329,121.5,61,0,6,1.4,1.1656,29.5,53771300,94.4781600309238,100,1878.58070251348,83.41162872,35.51103973,2.50918631382811,58.9012100433659,38.589603642806,-0.0639444627068192,0.809992280692117,"Africa","Sub-Saharan Africa",28742,"Kenya",0.772135091774373,0.730624748409966,0.909409280411088,0.730849509971411,0.71389298982311,0.736807080210101
"KOR",67,80.5,15.5,131,384,596,91.5,14,616,28,629,52.9364252696458,9,449,317,4.9,12.43,7.4625,96.50505968,51836239,531.54469852338,100,31597.5046490718,2624.53320313,40.47150421,15.7909063699764,71.6662845332923,12.5428090967313,1.0133813774946,0.989368123268074,"Asia","Eastern Asia",2484,"South Korea",0.761921980488226,0.763208519426487,0.543887579741099,0.689410290368909,0.422131017570028,0.302245558343411
"LAO",111.5,44.07,5,6.5,559,637,78.5,53,445,148,456,46.9111243611584,125.5,0,0,4.5,1.5,0.7171,33.8,7275556,31.5232062391681,100,2629.71458287115,68.22131348,41.85754776,4.25917730044148,63.7935911462485,31.94723155331,1.36837964164701,0.130507242741857,"Asia","South-eastern Asia",1101,"Laos",0.752811004984165,0.64895421827808,0.984208262941951,0.80315368976054,0.633418017354409,0.61617717376616
"LBN",67,26.08,15.5,78.5,511,596,22.5,60,573,448,0,70.4108400646202,46,133,41,31.3,2.73,1.6735,84.1,6825442,667.198631476051,100,4649.54764607837,663.05108643,50.12977219,7.54904625266191,67.3821560352475,25.0687977120906,1.89306951407442,0.467493622416411,"Asia","Western Asia",17241,"Lebanon",0.432270984911119,0.731104373616441,0.873209898785535,0.672794122475138,0.29595281600174,0.502403914295518
"LKA",88,71,121,72,530,530,9,188,378,411,634,62.5587732919251,45,302,66,5.4,4.15,2.2604,35,21919000,354.309452993664,45.5384172591341,3680.67347661745,160.69696045,51.41779327,11.2328586848264,65.0822908751493,23.6848504400243,0.841645500361678,1.00924648546943,"Asia","Southern Asia",-9565,"Sri Lanka",0.899287391607552,0.832899646235192,0.93471543768219,0.872580669112955,0.323160468438788,0.722873708563986
"LTU",130,67.37,154.5,111.5,160,451,9,100,530,124,491,49.871931260229,28.5,92,538,28.4,6.43,9.4452,83.05555096,2794885,44.6253392942679,95.9998593070447,20232.3020358588,1369.97949219,34.55065536,20.6179799426145,63.9040895364159,15.4779305209697,-0.000649664173112685,-0.43908951693489,"Europe","Northern Europe",16254,"Lithuania",0.698835556207006,0.801458292792725,0.532216804814044,0.740272097962817,0.37765551483834,0.55973602710988
"MAR",81.5,64.8,50.5,20,573,573,37,83,591,549,41,68.2823538704578,82,284,15,25.6,1,1.3887,84.12036305,36910558,82.7034685189334,100,3058.69168866957,174.22377014,59.4057312,7.60664427741004,65.6253630397371,26.7679926828528,1.61692166987733,1.04622993718546,"Africa","Northern Africa",34474,"Morocco",0.501252438719721,0.773374059190336,0.756270137914586,0.296665273749658,0.431489110701347,0.417448087551363
"MDA",128,21.98,119,144,292,535,125,56,600,178,249,59.3312603648423,108.5,150,211,20.1,5.66,3.9329,76.12451989,2620495,91.2355556483986,100,4547.05972064671,284.30712891,36.91240311,12.4930248492611,71.6186539142774,15.8883212364615,-1.66059582807364,-0.145114701790863,"Europe","Eastern Europe",16400,"Moldova",0.536375668204459,0.644204761525849,0.413384431131677,0.676234263673984,0.370806167331629,0.435054770325979
"MEX",122,57.28,69,39,563,563,60,285,585,372,224,54.8032537313428,158.5,0,0,28.4,0.98,2.3646,71.96819405,128932753,66.3251385066488,99.6561265475774,8329.27131263927,540.37231445,50.69227982,7.61810383432982,66.5466307075596,25.8352654581106,0.190394519627309,1.10859912502727,"Americas","Latin America and the Caribbean",629876,"Mexico",0.684334528099698,0.642633302928103,0.849678752909808,0.712577826892768,0.516148756871035,0.551010921452508
"MLI",81.5,1.55,115,66,541,541,120,52,564,0,552,47.6355802047782,166,187,0,7.1,0.1,0.4408,27.4,20250834,16.5964595677722,100,862.453018770252,34.28177643,32.89606094,2.47715242133496,50.5155466938076,47.0073008848574,-1.00726174019454,0.182995504187579,"Africa","Sub-Saharan Africa",26252,"Mali",0.663244275351807,0.803376437710594,0.634968558614264,0.768926026607301,0.751715793028896,0.555478269813655
"MLT",19,83.37,106.5,117.5,440,546,127,46,462,69,646,53.9957920792079,18,586,462,31,4.49,9.4833,86.85876416,515332,1610.4125,100,28423.200204148,2531.91088867,36.8813324,21.3238574725451,64.3022310397855,14.3739114876694,-0.00653162901939675,0.946093922948897,"Europe","Southern Europe",468,"Malta",0.849360416086882,0.79465079746285,0.860333962633911,0.918588846287692,0.487818018133469,0.591525750042774
"MMR",158,24.17,118,68,537,537,95.5,246,585,566,170,75.7470034246574,136.5,235,0,5.7,1.04,1.0821,35.1,54409794,83.3496131987316,100,1467.60428115143,60.01587296,75.95656586,6.23608798414991,68.2783175089782,25.4855945068719,-0.967926363957945,1.42810405168834,"Asia","South-eastern Asia",43155,"Myanmar",0.940638567365706,0.816181586007183,0.95522284817801,0.87689213361392,0.724527082831137,0.651319156236532
"MNG",117,67.75,2,140,354,661,106,91,644,157,447,63.5388851913478,26,202,339,19.6,8,4.2136,62.50002848,3278292,2.10517352649373,97.0139805896742,4060.95051770038,163.44186401,38.24585342,4.31230916117854,64.5947429910106,31.0929478478109,0.552067857561544,1.20310296259175,"Asia","Eastern Asia",-360,"Mongolia",0.7319723917491,0.747232830255301,0.799824481316837,0.601949575789602,0.264657807317745,0.599829454346574
"MUS",32,70.8,84,50.5,465,556,37,108,323,114,543,46.5974873524452,128.5,431,0,11.5,3.4,3.5152,64.88490358,1265740,623.51724137931,100,8627.84315711981,685.94561768,52.66551971,12.520129457574,70.6951267841304,16.7847437582955,0.80368462744787,0.0906450328557275,"Africa","Sub-Saharan Africa",503,"Mauritius",0.746307053236763,0.639820144264053,0.731665490124127,0.684945871531484,0.307528839028468,0.6128386264686
"MYS",104.5,78.48,9.5,126,406,610,22.5,272,593,376,438,65.0563369397219,7,572,327,15.3,1.88,3.4843,89.55501192,32365998,98.5116359762593,90.537343806725,10412.3489834381,436.61203003,47.80334854,7.18368371697719,69.3681971627077,23.4481191203151,1.60274041406359,2.43532570975426,"Asia","South-eastern Asia",4949,"Malaysia",0.726259029388751,0.772821532160686,0.83792396118796,0.955192603913281,0.581345414975641,0.429634691640616
"NAM",58,12.41,23,86.5,487,587,156.5,0,542,323,590,51.5604522613062,116.5,167,38,15,0.376075136156729,1.954,41,2540916,3.08629523011333,100,4179.27806560875,427.25622559,48.44717789,3.58584834930861,59.5729080780273,36.8412435726641,-0.0390723942238292,0.626083479446682,"Africa","Sub-Saharan Africa",7518,"Namibia",0.753586462455336,0.590140995000672,0.761266330267009,0.756360312982174,0.88304771156856,0.547883810093914
"NGA",104.5,2.69,69,52,514,563,73,36,593,548,438,57.0912091503272,39,69,0,7.8,0.733161048056656,1.5007,35.5,206139587,226.335504024068,100,2097.09247289022,71.46572876,71.30365753,2.73806406007727,53.7743252219252,43.4876107179975,0.988643783718383,0.856860848376784,"Africa","Sub-Saharan Africa",177770,"Nigeria",0.631293500708369,0.719986300028473,0.93973973402737,0.795730530240272,0.675410078438478,0.622757799925829
"NIC",144,14.09,169,169.5,0,237,156.5,0,0,0,0,10.9945777027027,57.5,97,0,21.8,0.93,1.5524,45.2,6624554,55.0486455044042,99.9026951322358,1905.26115155921,160.75878906,36.35137177,5.67749919466276,64.8218431006827,29.5006577046545,-2.42453532017807,-4.9964411281633,"Americas","Latin America and the Caribbean",11944,"Nicaragua",0.607438795563076,0.543716993839763,0.889259623570834,0.67967108215376,0.750629123332719,0.527937942783552
"NLD",31,72.06,129,161,0,518,117,96,599,144,290,59.15779771615,24,79,419,23.1,3.17,11.4851,91.33333333,17441500,518.013068013068,99.5981414813269,52396.0322099525,5335.30126953,34.07394028,20.0348213864685,64.2635206145689,15.7016579989626,-0.713224683860031,-0.602548809680471,"Europe","Western Europe",25724,"Netherlands",0.863097148184163,0.847462822935234,0.677007388879153,0.854706157615095,0.719811330532681,0.635720731373331
"NOR",54,77.18,158,169.5,0,407,123,95,564,0,517,50.918243902439,67.5,72,454,25,3.53,18.3493,97,5379475,14.7339340964594,2.04383779996992,67329.6777910967,8007.39794922,14.17993736,17.5265774017425,65.2163222406087,17.2571003576487,-1.63623857203824,-1.15958783735846,"Europe","Northern Europe",-85,"Norway",0.964474944283213,0.919277367655299,0.802312270156788,0.873007260163755,0.488048343227249,0.768896350024056
"NPL",151,29.05,152.5,109,452,452,49.5,118,575,260,259,64.6177863777087,4,132,0,3.8,0.3,3.3047,37.7,29136808,203.256421346355,100,1155.14285440358,53.24640274,63.28133774,5.82814699537437,65.3621391883421,28.8097138162835,-0.23261498771253,-0.14509757466756,"Asia","Southern Asia",31790,"Nepal",0.666184278004994,0.849257324730517,0.979122660391945,0.812137228930608,0.580156436312083,0.742974026694463
"NZL",120.5,72.3,156,159,68,446,56.5,129,206,147,612,40.5949346405229,75,19,261,32,2.57,11.1421,91.5,5084300,19.3091792943679,0,41441.4666667011,4211.04638672,24.43832588,16.368309038572,64.2010039747146,19.4306869867134,-1.27539575810101,-1.7492306197628,"Oceania","Australia and New Zealand",-2763,"New Zealand",0.947519517549836,0.902237653117477,0.705324331299575,0.811245287422407,0.571128926764871,0.618148512707167
"PER",74,58.24,37,10,578,578,9,112,595,526,340,77.6998181818182,33.5,225,277,19.1,1.59,2.9772,65.25,32971846,25.7592546875,99.9629262855861,6126.87453978867,370.10995483,36.91308594,8.72526306831275,66.5825979940346,24.6921389376527,2.5552492211054,1.66531857973337,"Americas","Latin America and the Caribbean",285041,"Peru",0.654004898281597,0.578295064101526,0.706860966929458,0.488462224801911,0.498553388631449,0.483417179036943
"PHL",91,29.68,148,100,445,467,22.5,99,583,536,558,71.2526677067086,14,215,0,6,0.99,5.4439,49.8,109581085,367.512107187175,96.3706587650922,3298.82958569657,142.07876587,58.98740768,5.51164864430335,64.4456728195355,30.0426785361611,0.370853908140258,0.811393721308544,"Asia","South-eastern Asia",175325,"Philippines",0.819433627101849,0.750237961427878,0.749646591981016,0.852583001461327,0.337464465789074,0.7504537231717
"POL",88,53.57,65.5,36.5,204,564,131,38,561,20,0,56.6911367380558,141.5,0,305,25.6,6.54,6.8926,83.18488715,37899070,123.784400823072,99.9661157279646,15742.4537256368,1014.03820801,28.55985451,18.739450673668,66.0428433076874,15.2177060186446,-0.100250071293829,-1.07365143878882,"Europe","Eastern Europe",134957,"Poland",0.601343158554422,0.811198760997597,0.805774591244781,0.712654993232047,0.725427124529299,0.646433931696145
"PRT",23,89.56,104,136,320,547,29.5,100,599,247,172,64.5096721311475,21.5,505,558,23.2,3.45,6.8987,78.26166044,10297081,112.406676011074,16.0083566266812,22194.566114935,2221.43920898,39.02297974,22.7722689742347,64.1737741069202,13.0539569188451,0.686088656282235,1.00969874126869,"Europe","Southern Europe",20548,"Portugal",0.749416388553133,0.752442893203218,0.833832363948301,0.767604091379189,0.559425545191021,0.60504691558943
"PRY",102.5,40.43,150,103.5,441,461,44,98,601,575,604,62.7500662251658,95,33,27,19,0.83,0.7387,73.95751114,7132530,17.9525044047319,99.0583082497181,5001.07276045191,388.39324951,53.99055481,6.81098369192004,64.2955144438067,28.8935018642733,-0.597675300655961,0.69429189719649,"Americas","Latin America and the Caribbean",19564,"Paraguay",0.644140275203767,0.716510586197143,0.759196740531022,0.669459719445649,0.302255511862871,0.584668176772314
"ROU",11,28.62,162,132.5,332,431,156.5,0,599,239,239,57.6003745928338,145.5,153,418,24.5,6.89,6.0922,78.45526741,19257520,83.6992350486787,98.0174648814994,12915.2430513709,738.5581665,19.86136818,19.23091497831,65.2484905802885,15.5205944414015,-2.03124351049571,-0.429123193081075,"Europe","Eastern Europe",105462,"Romania",0.515157135890569,0.650468375117502,0.698620670090895,0.588189440382041,0.487043230152208,0.49377882269619
"RUS",15,38.01,72,41,200,561,78.5,44,594,73,473,49.4120624999999,33.5,414,552,25.7,7.12,4.5333,84.99467026,144104080,8.79924430004024,91.6093290043281,10126.7217935297,653.41723633,38.8480835,15.5089282475307,66.128809931132,18.3622618213373,1.49917490964522,0.550144169022727,"Europe","Eastern Europe",1005975,"Russia",0.695877319941953,0.73466106665401,0.423800805238159,0.535535345545941,0.225898520718944,0.432603236859668
"SLV",60,66.19,54.5,24,572,572,44,73,595,310,0,54.8375675675671,108.5,544,0,22.7,1.2,1.8344,54.60137027,6486201,313.040588803089,100,3798.63652082321,300.05328369,35.87895966,8.65094458161591,64.758468164358,26.590587254026,1.3578095702788,0.958136944135313,"Americas","Latin America and the Caribbean",16710,"El Salvador",0.852612223520484,0.619993056631792,0.749621268717277,0.573391267915929,0.353160936086417,0.560909798063463
"SRB",21,45.89,139.5,120,316,488,44,31,564,53,532,52.2110749185668,71.5,256,448,23.5,5.61,6.0855,78.36804077,6899126,78.8832151840842,100,7730.69174637698,641.02502441,40.00689697,19.0585016934728,65.5743930296653,15.3671052768619,-0.0652455004519072,0.0162359006218239,"Europe","Southern Europe",52196,"Serbia",0.704486040229854,0.664403508015646,0.681654420793201,0.6696198477816,0.549545721119406,0.223020365223284
"SVK",27.5,46.35,93.5,54,468,552,116,25,571,211,494,54.4886280991737,141.5,423,397,22.4,5.7,6.0156,89.9209082,5458827,113.536335274542,100,19266.5135736247,1342.0748291,21.18335342,16.6991352180235,67.7473358143263,15.5535289676503,-0.151012323645284,1.03961951254281,"Europe","Eastern Europe",22101,"Slovakia",0.736570333988158,0.843370884254208,0.751325704721015,0.708838583050998,0.735787155830468,0.558496286481056
"SVN",24,57.19,27.5,129,323,581,37,84,522,174,357,55.9144357366772,87.5,247,347,22.5,4.43,10.2248,86.60130109,2102419,104.408881428657,99.4910252834569,25489.5002284083,2219.10058594,27.62962532,20.7377516789822,64.125818085965,15.1364302350527,0.982768726088188,0.377625597069621,"Europe","Southern Europe",5276,"Slovenia",0.731278897740903,0.853489045175878,0.757505253059276,0.806579328669453,0.489684524386608,0.573219705445675
"SWE",123.5,72.57,168,169.5,0,175,156.5,0,486,0,52,53.2061815336464,33.5,0,445,22.1,2.14,12.5813,94.53943122,10353442,25.4190714689057,3.63648738190616,52274.4087868798,5671.38574219,15.11534023,20.3288061061869,62.0476143560942,17.6235795377188,-2.11943971519728,-3.43306449458291,"Europe","Northern Europe",8984,"Sweden",0.857641701910404,0.919832520798691,0.63927847139829,0.808805164930348,0.656338954392336,0.676957757534188
"THA",162,60.4,50.5,20,473,573,88,56,594,118,304,51.1711094452773,82,32,2,10.8,2.1,3.1522,77.84374066,69799978,136.624279199045,100,7186.87409206525,296.1651001,28.22714996,12.957737608456,70.4897672030785,16.5524951884655,0.751692438946274,-0.0405130457717621,"Asia","South-eastern Asia",9182,"Thailand",0.731549558393477,0.787648342150903,0.952251469633575,0.875115776623807,0.816009062483173,0.787936143923305
"TUN",54,46.89,160,115.5,441,441,49.5,81,476,408,168,60.5040856672158,82,118,47,27.3,2.18,2.5136,71.9,11818618,76.0724639546859,100,3521.59194808639,233.05931091,42.49828339,8.87294869222876,66.8363706453351,24.2906806624361,-0.539144508913656,-0.485526817124868,"Africa","Northern Africa",23290,"Tunisia",0.494071368098219,0.721641871344064,0.813308091398634,0.552243265933495,0.424159686655155,0.448488168266373
"TUR",62.5,65.13,133,89.5,512,512,134,21,593,290,477,64.1245333333337,5,0,435,32.2,2.85,3.0027,77.67,84339067,109.583913049128,100,8536.43331960632,396.46682739,22.08143234,8.98106567861368,67.0768767219111,23.9420575994752,-0.17912994627661,0.501213915283235,"Asia","Western Asia",248937,"Turkey",0.658858719511137,0.761995410808697,0.869197084294378,0.722552968656458,0.565824679024246,0.442200035912387
"TZA",158,0.57,75.5,169.5,0,432,156.5,0,20,0,0,20.5753613445378,169,153,0,7.1,0.7,0.5843,22,59734213,67.4353273876722,100,1076.46970642052,40.34330368,22.97167206,2.64358863792274,53.8019833121445,43.5544280499328,-2.37677978966996,-3.97190456170631,"Africa","Sub-Saharan Africa",38170,"Tanzania",0.911613913545523,0.857937174301007,0.974489260417112,0.75039980439692,0.876174395493953,0.85644589657213
"UGA",133.5,6.06,110.5,63,457,544,56.5,42,586,560,44,68.112983050848,50.5,191,0,4.1,0.5,1.2382,19.9,45741000,228.111909036505,100,822.027681531666,32.40844345,42.86341858,1.9856996152271,51.9984179622456,46.0158824225273,0.341949743853776,0.392596927141136,"Africa","Sub-Saharan Africa",19470,"Uganda",0.831162940798662,0.769017143733965,0.88389945832679,0.54168025811976,0.554874685639943,0.696898076544852
"UKR",140.5,23.57,43.5,12.5,449,576,130,49,594,0,390,60.7029769736844,43,194,55,26.1,7.46,6.661,75.03790912,44134693,76.1730980324474,100,3724.93843689756,248.13348389,54.529953,16.9491433186105,67.0603388750321,15.9905178063575,0.936331568941134,0.106811107471974,"Europe","Eastern Europe",185057,"Ukraine",0.505366859795583,0.786348626717532,0.282260138329536,0.551828765957596,0.109489718234219,0.475063474334057
"URY",58,78.19,126,169.5,0,522,129,16,596,11,103,56.886070234114,114,475,354,28.9,2.43,7.2173,86.1,3473727,19.8476002742544,22.3857446597034,15438.4116657291,1660.95288086,33.39944839,15.0876723291678,64.5772987537892,20.3350289170431,-1.73911295829795,-0.757539255838435,"Americas","Latin America and the Caribbean",2720,"Uruguay",0.860051034173826,0.770131943814555,0.762161992528971,0.760623822243864,0.445122988266261,0.561932567078473
"USA",81.5,66.81,12,16.5,574,601,29.5,104,592,248,0,59.5597996918331,75,597,539,37.3,2.87,15.685,90.9,331501080,36.2398446775156,3.34317037021352,63206.5210767941,10921.01269531,49.15672684,16.6309257142475,64.9973268643096,18.3717474214429,2.19834458813996,1.680459176274,"Americas","Northern America",877392,"United States",0.589487330617488,0.779825421542449,0.713853991983096,0.763981673593646,0.474266510149722,0.563621722513212
"UZB",88,39.78,24.5,4,476,586,44,48,349,141,295,53.6239261744967,28.5,20,0,15.3,3.98,11.2804,71.1,34232050,77.7021030291337,100,1750.69711321291,98.57316589,58.36039734,4.78885619116774,66.4110973900394,28.8000464187928,2.40093547760999,-0.753574655794168,"Asia","Central Asia",42269,"Uzbekistan",0.864543455247648,0.953986440661684,0.926901040547814,0.892623184044608,0.992193762274395,0.866894817903779
"VEN",169,34.58,22,3,591,591,9,439,595,582,0,84.935494137353,48.5,542,0,25.2,0.87,2.0663,61.6,28435943,32.2384706082422,99.9336624316864,16055.6453173826,338.82537842,53.91928101,7.97269933752849,64.7646253297763,27.2626753326952,2.20580087856181,2.75097334702941,"Americas","Latin America and the Caribbean",21549,"Venezuela",0.568589806311029,0.594256169901217,0.939330381706193,0.470085512539458,0.357042704107729,0.536405933089161
"ZAF",145,25.53,32,58.5,549,579,60,36,577,544,604,56.696619273302,121.5,454,25,27,2.3,1.3078,70,59308690,48.8905934431905,100,5655.86765390396,546.68841553,40.13647079,5.50943883602892,65.6894360674633,28.8011250965078,0.58009521862784,1.7568651970835,"Africa","Sub-Saharan Africa",225187,"South Africa",0.832050662550752,0.554947172310844,0.858157823424816,0.682925376957674,0.303519386758771,0.440839781041723
"ZMB",67,1.64,65.5,36.5,557,564,105,6,406,23,311,44.7400168634066,128.5,200,0,6.5,2,1.0227,19.8,18383956,24.7298941336311,100,985.132436038869,69.32437897,16.21423721,2.1320221900021,53.8505887334907,44.0173890765072,0.348294273997705,-0.551884271172082,"Africa","Sub-Saharan Africa",22535,"Zambia",0.753220785935776,0.665084410961253,0.75909285188835,0.8106661271144,0.567030031323391,0.636081641642825
"ZWE",43,21.97,106.5,61,519,546,78.5,123,581,496,0,69.3378849407782,163,223,0,12.3,1.7,1.9346,29.3,14862927,38.4203877471888,100,1214.50982023534,103.02827223,52.81442505,3.01417809846838,55.0747215016372,41.9111003998944,-0.266675834029769,0.67259517903457,"Africa","Sub-Saharan Africa",17036,"Zimbabwe",0.809024302331335,0.615565179799266,0.824337886624177,0.780165491337462,0.52910582644558,0.463653746155675
